CASE# 1:
7720 found at 4101
3120 not found
522 found at 270
8918 found at 4764
8508 found at 4545
1597 found at 804
5508 not found
5687 not found
8150 found at 4333
9695 found at 5176
6591 not found
555 found at 284
7450 found at 3948
3083 found at 1560
4186 found at 2150
4720 not found
1714 not found
5276 not found
9949 not found
8010 not found
7925 not found
8283 found at 4417
9761 found at 5209
9355 not found
8727 not found
4772 found at 2474
2466 found at 1242
130 not found
3778 found at 1935
3713 not found
3153 found at 1594
9433 found at 5027
8757 not found
4813 found at 2496
5842 found at 3096
7384 not found
6586 not found
7421 found at 3928
7468 found at 3962
7700 found at 4082
5223 found at 2725
134 not found
9052 not found
1942 found at 989
108 not found
2176 found at 1098
2251 not found
1004 found at 512
4630 not found
7686 not found
6354 not found
4077 not found
4887 not found
9234 not found
9859 found at 5260
3128 not found
8566 found at 4580
8970 not found
3055 found at 1543
2341 not found
9996 not found
7793 not found
3802 found at 1956
9919 found at 5297
1387 not found
7750 not found
9213 found at 4914
9493 found at 5071
1976 not found
4077 not found
4877 found at 2533
1064 not found
597 found at 299
7428 found at 3932
1680 found at 848
3811 not found
3574 found at 1833
9645 found at 5152
1040 not found
7515 not found
4274 found at 2213
1338 not found
7042 found at 3729
4698 not found
100 found at 49
8514 found at 4547
5108 not found
1080 not found
2404 not found
5553 not found
3456 found at 1766
4749 not found
9033 not found
4756 found at 2464
1689 found at 852
844 not found
2701 found at 1371
1800 not found
5304 not found
4482 not found
6588 not found
9935 not found
7813 not found
400 found at 211
1564 found at 786
9963 not found
3058 not found
204 not found
1542 found at 774
6290 not found
4835 found at 2510
3230 not found
1508 found at 754
77 found at 34
2455 not found
2003 not found
3844 not found
8747 found at 4685
1376 not found
8742 not found
6194 not found
8725 not found
8319 not found
8082 found at 4293
8943 not found
2548 not found
1476 not found
997 not found
511 not found
8419 not found
3278 not found
5812 not found
673 not found
6451 found at 3406
894 not found
6499 found at 3434
9123 not found
6778 not found
2371 found at 1195
2481 found at 1247
3925 not found
9247 not found
3205 not found
3416 found at 1752
5443 found at 2861
5372 not found
830 found at 430
4105 not found
432 found at 222
3478 not found
834 found at 431
4767 found at 2470
2283 found at 1151
7231 not found
3656 not found
4504 not found
1798 not found
9510 not found
32 not found
1008 not found
3802 found at 1956
3916 not found
721 found at 363
614 not found
4791 not found
7497 not found
3656 not found
1948 found at 991
7256 not found
6885 found at 3655
1423 not found
5093 not found
1982 not found
5465 found at 2874
1777 not found
1982 not found
8207 not found
3171 found at 1603
4877 found at 2533
795 found at 410
9948 not found
1205 not found
7002 not found
2252 not found
688 found at 347
3871 found at 1990
8407 not found
1965 not found
7405 found at 3915
4215 found at 2168
7571 found at 4020
3429 not found
7880 not found
7121 not found
4857 not found
3917 not found
6894 found at 3661
5577 not found
2499 not found
4037 not found
600 not found
9826 not found
753 not found
9900 found at 5282
856 found at 443
5990 found at 3180
1310 not found
8158 not found
5584 found at 2948
3932 not found
7651 not found
997 not found
6075 not found
2919 not found
4220 found at 2173
9208 found at 4910
4822 not found
1068 not found
2689 found at 1362
911 not found
7727 found at 4104
4864 found at 2529
9420 found at 5019
6444 not found
2211 found at 1115
5663 not found
1014 not found
3603 found at 1847
8687 not found
5195 not found
4392 not found
9916 found at 5293
1598 not found
7998 found at 4249
8086 not found
2727 found at 1379
7565 found at 4014
889 not found
5663 not found
5751 not found
1961 not found
1644 not found
7850 found at 4166
1384 not found
2578 found at 1289
5074 not found
5846 found at 3097
814 not found
2270 not found
4576 found at 2373
6130 found at 3255
122 found at 57
4247 not found
5265 found at 2754
1235 not found
5962 not found
2029 not found
4924 found at 2570
5574 found at 2938
3171 found at 1603
4520 not found
6857 found at 3631
5107 not found
1831 not found
7188 not found
3962 found at 2027
200 not found
6856 not found
684 not found
6422 not found
2567 found at 1283
7771 not found
4187 not found
6566 not found
2561 found at 1280
7074 found at 3744
802 not found
7278 found at 3859
5499 not found
7046 found at 3731
9722 found at 5194
3397 found at 1743
3739 found at 1914
2635 found at 1322
8053 found at 4273
1250 found at 623
8561 not found
6370 found at 3363
4111 found at 2110
8595 found at 4594
3125 found at 1582
39 not found
2281 found at 1150
6746 not found
1651 not found
8875 not found
7772 not found
5269 not found
3759 not found
7034 not found
1653 not found
1501 found at 751
727 found at 371
8599 found at 4598
4328 not found
1013 found at 514
228 not found
4751 not found
8466 not found
3569 not found
1842 not found
7108 not found
9901 not found
2574 not found
7831 not found
9839 found at 5246
688 found at 347
1538 not found
2950 not found
8218 not found
1668 found at 841
2456 found at 1237
6529 found at 3450
1 not found
426 found at 220
7474 found at 3965
9813 not found
9169 found at 4890
1463 found at 728
4877 found at 2533
933 found at 482
606 found at 305
7479 not found
9951 found at 5316
7163 not found
7773 not found
4516 found at 2336
1736 not found
875 found at 454
7900 not found
6767 found at 3581
3304 not found
7998 found at 4249
7400 found at 3913
1263 found at 633
2673 not found
6987 not found
91 found at 42
1363 found at 670
4589 found at 2379
3167 found at 1601
9923 not found
8592 not found
7801 found at 4142
7523 found at 3988
9558 not found
3556 found at 1824
1961 not found
8004 not found
3491 not found
3179 found at 1606
5978 not found
2183 found at 1102
3506 not found
1095 found at 551
1587 not found
664 not found
979 not found
9579 not found
1077 found at 545
1198 not found
2583 found at 1294
9377 not found
4522 found at 2339
6493 not found
4330 found at 2244
4655 found at 2419
3959 not found
9256 found at 4934
4042 not found
897 found at 468
4737 not found
5731 not found
6321 not found
1777 not found
4107 found at 2105
4537 not found
8676 found at 4652
2144 found at 1084
3896 not found
920 not found
2645 found at 1329
9739 found at 5201
4638 found at 2411
8069 not found
1941 not found
8676 found at 4652
9579 not found
5877 found at 3121
3491 not found
634 not found
1796 not found
3893 not found
7810 found at 4149
5710 found at 3025
8322 found at 4441
1446 found at 722
1826 not found
6606 not found
5805 found at 3078
8708 found at 4665
6337 not found
8943 not found
3720 found at 1905
6703 found at 3540
5161 not found
9459 not found
20 found at 8
956 found at 495
381 found at 195
7108 not found
1207 found at 598
7674 not found
4736 not found
7493 found at 3975
2031 not found
9961 found at 5321
2812 not found
9853 found at 5255
4732 not found
8035 not found
4199 not found
1216 not found
2256 not found
9104 found at 4852
8330 found at 4451
2194 found at 1105
8162 not found
7890 found at 4196
32 not found
6288 not found
3070 found at 1548
8220 found at 4378
3653 found at 1870
2215 not found
583 not found
3946 not found
5215 not found
5388 found at 2820
5494 not found
42 not found
3470 found at 1776
6800 found at 3596
9533 found at 5097
4208 found at 2164
9335 not found
3743 not found
7252 not found
4123 not found
7168 not found
1761 found at 899
5086 not found
8752 not found
356 not found
2197 not found
8446 not found
8550 found at 4567
9356 not found
1544 not found
3425 not found
2751 not found
3573 not found
2191 not found
7535 not found
7494 not found
4877 found at 2533
1368 not found
5703 found at 3018
5653 found at 2994
6631 found at 3496
2788 found at 1418
3999 not found
193 not found
301 found at 152
5656 found at 2995
4119 found at 2115
9089 not found
2203 found at 1109
8358 not found
2922 found at 1485
1498 not found
8440 not found
876 found at 456
8537 not found
6921 not found
1404 not found
1655 not found
1486 not found
4711 not found
9714 not found
1203 not found
3409 not found
4449 not found
4670 found at 2427
187 not found
889 not found
3308 not found
9102 not found
1943 not found
9589 found at 5124
7753 not found
7249 found at 3842
8418 found at 4501
6952 not found
9746 not found
8753 found at 4688
2542 not found
3007 found at 1525
4599 not found
7192 not found
5222 not found
3279 not found
6975 not found
3609 not found
9002 found at 4811
3618 not found
1028 found at 528
7080 found at 3749
910 not found
1589 found at 798
1259 found at 630
784 found at 402
5078 found at 2670
1989 not found
6593 not found
8293 not found
8137 not found
5365 found at 2806
2106 found at 1068
7214 not found
1132 not found
7559 found at 4010
4824 found at 2500
1067 not found
5778 found at 3061
226 not found
4590 found at 2380
5965 found at 3164
4625 not found
2757 not found
6430 not found
6003 not found
6055 not found
7557 not found
9844 not found
4552 not found
349 found at 173
5946 not found
2646 found at 1330
8632 not found
2385 not found
3904 not found
3847 found at 1974
8403 found at 4488
6046 found at 3211
9216 not found
2052 found at 1046
506 found at 262
9561 not found
4334 not found
7992 not found
9407 not found
2314 found at 1162
3107 not found
1760 not found
833 not found
7691 not found
8176 found at 4349
8870 not found
6805 found at 3599
3085 not found
5053 found at 2655
5603 not found
5724 found at 3033
2333 found at 1173
4150 not found
2591 not found
2499 not found
5130 not found
9288 found at 4951
130 not found
4907 not found
6496 not found
1523 not found
790 not found
87 found at 40
4631 not found
2086 found at 1056
1396 not found
9556 not found
6344 found at 3351
260 found at 126
6790 not found
9463 not found
6415 not found
6066 not found
4281 not found
5515 not found
2585 not found
4764 not found
3346 found at 1718
5263 not found
7923 not found
5806 not found
3033 not found
723 found at 367
9377 not found
5978 not found
5419 not found
5308 found at 2776
4478 found at 2313
3655 not found
2305 found at 1159
5137 not found
2553 not found
8083 found at 4294
4361 not found
7305 not found
612 not found
4588 not found
986 found at 507
2993 not found
6368 found at 3360
9265 found at 4938
3301 not found
5938 not found
9206 not found
3893 not found
5836 not found
7499 not found
7242 found at 3836
171 not found
5354 not found
421 not found
256 not found
9903 not found
7510 not found
6878 found at 3649
6858 found at 3633
6263 not found
6493 not found
7705 not found
8433 found at 4509
4834 not found
8088 found at 4297
4197 found at 2156
2230 not found
8859 not found
5201 not found
884 found at 463
3499 found at 1797
7815 found at 4150
4684 not found
9020 found at 4823
900 not found
895 found at 467
3508 found at 1804
2870 not found
8901 not found
7929 not found
5450 found at 2865
4580 not found
9146 found at 4878
9996 not found
1112 not found
2986 found at 1516
2135 not found
6720 not found
8244 found at 4393
8572 not found
4199 not found
2651 found at 1337
1389 found at 686
3635 not found
1135 not found
1170 found at 582
2740 not found
5334 not found
492 not found
9542 found at 5102
1535 not found
9649 not found
1339 not found
8695 found at 4659
4663 not found
3476 not found
7948 not found
468 not found
4116 not found
5191 found at 2711
6148 not found
7961 not found
3087 found at 1563
5526 not found
5772 not found
1112 not found
3731 not found
708 found at 357
4086 found at 2097
8810 not found
66 found at 28
929 not found
8378 found at 4476
6171 found at 3277
60 found at 25
8847 not found
2110 not found
1166 not found
3282 not found
1625 found at 817
5011 found at 2630
3321 found at 1702
6007 found at 3188
6066 not found
8430 found at 4508
554 not found
6905 not found
3407 not found
7187 found at 3812
1063 not found
6699 not found
6316 not found
8911 not found
7186 not found
3989 not found
819 not found
357 found at 183
6956 found at 3690
9194 found at 4903
3726 not found
6958 not found
3201 not found
1507 not found
8033 not found
2682 not found
4386 not found
9058 not found
5745 not found
848 found at 438
4490 not found
7294 not found
5201 not found
9570 found at 5116
2643 found at 1327
785 found at 404
9979 not found
7040 found at 3726
3105 found at 1571
1572 not found
7844 not found
4808 found at 2493
9743 not found
7824 found at 4154
